Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2,Month,Year,ProfitMargin
6574,CA-2019-160535,2019-11-25,30-11-2019,Standard Class,BP-11050,Barry Pond,Corporate,United States,Plainfield,New Jersey,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,67.608,,COD,,,November,2019,0.12000000000000001
6575,CA-2019-160535,2019-11-25,30-11-2019,Standard Class,BP-11050,Barry Pond,Corporate,United States,Plainfield,New Jersey,East,TEC-MA-10004255,Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer,319.92,8,118.3704,,Online,,,November,2019,0.37
6978,US-2019-119298,2019-11-25,28-11-2019,First Class,EP-13915,Emily Phan,Consumer,United States,Jonesboro,Arkansas,South,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,59.98,2,17.994,,COD,,,November,2019,0.3
7687,CA-2019-169838,2019-11-25,29-11-2019,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Jackson,Michigan,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,1568.61,9,329.4081,,Online,,,November,2019,0.21000000000000002
7688,CA-2019-169838,2019-11-25,29-11-2019,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Jackson,Michigan,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,17.3,1,8.304,,Online,,,November,2019,0.48
7689,CA-2019-169838,2019-11-25,29-11-2019,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Jackson,Michigan,Central,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,160.0,8,62.4,,Online,,,November,2019,0.39
7772,CA-2019-108196,2019-11-25,02-12-2019,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,456.588,2,-304.392,,Cards,,,November,2019,-0.6666666666666666
7773,CA-2019-108196,2019-11-25,02-12-2019,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4499.985,5,-6599.978,,Cards,,,November,2019,-1.4666666666666668
7774,CA-2019-108196,2019-11-25,02-12-2019,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,East,TEC-AC-10000926,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,59.976,3,11.9952,,Cards,,,November,2019,0.2
8343,CA-2019-132549,2019-11-25,30-11-2019,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Huntsville,Alabama,South,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,73.36,7,19.8072,,COD,,,November,2019,0.27
8647,CA-2019-113341,2019-11-25,29-11-2019,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Los Angeles,California,West,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",194.352,3,19.4352,,Online,,,November,2019,0.09999999999999999
1452,CA-2019-133711,2019-11-26,29-11-2019,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,70.98,7,34.7802,,Online,,,November,2019,0.49
1453,CA-2019-133711,2019-11-26,29-11-2019,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,91.68,3,45.84,,COD,,,November,2019,0.5
1454,CA-2019-133711,2019-11-26,29-11-2019,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,33.75,5,16.875,,Cards,,,November,2019,0.5
1455,CA-2019-133711,2019-11-26,29-11-2019,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,8,1459.2,,COD,,,November,2019,0.48000000000000004
2073,CA-2019-129693,2019-11-26,02-12-2019,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Seattle,Washington,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.312,2,2.5592,,Online,,,November,2019,0.35000000000000003
2242,US-2019-126893,2019-11-26,01-12-2019,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,494.982,3,-115.4958,,COD,,,November,2019,-0.23333333333333334
5274,US-2019-158309,2019-11-26,29-11-2019,First Class,PA-19060,Pete Armstrong,Home Office,United States,Miami,Florida,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,3.744,4,-2.6208,,COD,,,November,2019,-0.7
5924,CA-2019-130288,2019-11-26,30-11-2019,Second Class,DK-13225,Dean Katz,Corporate,United States,New York City,New York,East,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.176,2,-120.0508,,COD,,,November,2019,-0.38333333333333336
7729,CA-2019-106915,2019-11-26,02-12-2019,Standard Class,GA-14515,George Ashbrook,Consumer,United States,El Paso,Texas,Central,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,17.856,4,4.2408,,Online,,,November,2019,0.2375
8384,CA-2019-145135,2019-11-26,28-11-2019,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Shelton,Connecticut,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,59.97,3,14.9925,,Cards,,,November,2019,0.25
8385,CA-2019-145135,2019-11-26,28-11-2019,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Shelton,Connecticut,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2,6.4128,,COD,,,November,2019,0.48
9124,US-2019-158288,2019-11-26,28-11-2019,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,78.759,9,-57.7566,,Online,,,November,2019,-0.7333333333333333
9650,CA-2019-107104,2019-11-26,30-11-2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,3406.664,8,160.3136,,COD,,,November,2019,0.047058823529411764
9651,CA-2019-107104,2019-11-26,30-11-2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,37.17,9,10.4076,,Online,,,November,2019,0.27999999999999997
9652,CA-2019-107104,2019-11-26,30-11-2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,West,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,64.96,2,19.488,,Online,,,November,2019,0.30000000000000004
9653,CA-2019-107104,2019-11-26,30-11-2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,297.69,,Online,,,November,2019,0.5
1772,CA-2019-129686,2019-11-27,29-11-2019,Second Class,GG-14650,Greg Guthrie,Corporate,United States,Chicago,Illinois,Central,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984,2,-24.496,,COD,,,November,2019,-0.25
1773,CA-2019-129686,2019-11-27,29-11-2019,Second Class,GG-14650,Greg Guthrie,Corporate,United States,Chicago,Illinois,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,62.4,6,19.5,,Cards,,,November,2019,0.3125
1932,CA-2019-152121,2019-11-27,29-11-2019,Second Class,CC-12670,Craig Carreira,Consumer,United States,Scottsdale,Arizona,West,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992,1,23.7993,,Online,,,November,2019,0.0875
2212,CA-2019-162313,2019-11-27,30-11-2019,First Class,VB-21745,Victoria Brennan,Corporate,United States,Lincoln Park,Michigan,Central,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,167.292,6,29.7408,,Cards,,,November,2019,0.17777777777777778
3476,CA-2019-144911,2019-11-27,30-11-2019,First Class,RW-19630,Rob Williams,Corporate,United States,Overland Park,Kansas,Central,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",34.95,5,15.378,,Cards,,,November,2019,0.43999999999999995
3477,CA-2019-144911,2019-11-27,30-11-2019,First Class,RW-19630,Rob Williams,Corporate,United States,Overland Park,Kansas,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,152.0,5,69.92,,Cards,,,November,2019,0.46
5902,CA-2019-159639,2019-11-27,02-12-2019,Standard Class,PC-18745,Pamela Coakley,Corporate,United States,Westfield,New Jersey,East,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,10.4148,,Cards,,,November,2019,0.33
7201,CA-2019-104276,2019-11-27,03-12-2019,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,Florida,South,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,116.76,1,14.595,,Cards,,,November,2019,0.125
7202,CA-2019-104276,2019-11-27,03-12-2019,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,Florida,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,331.023,7,-114.3534,,Online,,,November,2019,-0.3454545454545454
8623,US-2019-114230,2019-11-27,01-12-2019,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Phoenix,Arizona,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,39.808,4,3.9808,,COD,,,November,2019,0.09999999999999999
9812,CA-2019-117583,2019-11-27,30-11-2019,First Class,CB-12025,Cassandra Brandow,Consumer,United States,East Orange,New Jersey,East,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,25.92,4,12.4416,,COD,,,November,2019,0.4799999999999999
9813,CA-2019-117583,2019-11-27,30-11-2019,First Class,CB-12025,Cassandra Brandow,Consumer,United States,East Orange,New Jersey,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,34.65,3,9.702,,Online,,,November,2019,0.28
9814,CA-2019-117583,2019-11-27,30-11-2019,First Class,CB-12025,Cassandra Brandow,Consumer,United States,East Orange,New Jersey,East,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,204.95,5,100.4255,,Cards,,,November,2019,0.49000000000000005
9815,CA-2019-117583,2019-11-27,30-11-2019,First Class,CB-12025,Cassandra Brandow,Consumer,United States,East Orange,New Jersey,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",79.95,5,38.376,,Cards,,,November,2019,0.4799999999999999
186,CA-2019-105018,2019-11-28,02-12-2019,Standard Class,SK-19990,Sally Knutson,Consumer,United States,Fairfield,Connecticut,East,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,3.4368,,Cards,,,November,2019,0.48
2850,CA-2019-123617,2019-11-28,03-12-2019,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Palm Coast,Florida,South,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.434,6,-5.6994,,Cards,,,November,2019,-0.7666666666666666
4887,CA-2019-163167,2019-11-28,01-12-2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",182.67,3,52.9743,,Online,,,November,2019,0.29000000000000004
4888,CA-2019-163167,2019-11-28,01-12-2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,101.7,6,6.102,,Cards,,,November,2019,0.060000000000000005
4889,CA-2019-163167,2019-11-28,01-12-2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,56.301,,COD,,,November,2019,0.05
4890,CA-2019-163167,2019-11-28,01-12-2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,6,315.825,,Cards,,,November,2019,0.25
7364,CA-2019-127243,2019-11-28,04-12-2019,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340.182,3,-73.7061,,COD,,,November,2019,-0.21666666666666667
7365,CA-2019-127243,2019-11-28,04-12-2019,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,12.672,8,2.6928,,Online,,,November,2019,0.2125
7366,CA-2019-127243,2019-11-28,04-12-2019,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,6.888,2,-5.0512,,Cards,,,November,2019,-0.7333333333333333
7367,CA-2019-127243,2019-11-28,04-12-2019,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,2,-7.7292,,Online,,,November,2019,-0.23750000000000002
7368,CA-2019-127243,2019-11-28,04-12-2019,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,-24.843,,Cards,,,November,2019,-0.07142857142857142
3612,US-2019-131674,2019-11-29,01-12-2019,Second Class,NC-18535,Nick Crebassa,Corporate,United States,Dallas,Texas,Central,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,58.416,2,16.7946,,COD,,,November,2019,0.2875
7879,CA-2019-160241,2019-11-29,04-12-2019,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Aurora,Illinois,Central,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",242.176,4,-302.72,,Online,,,November,2019,-1.2500000000000002
3487,US-2019-134761,2019-11-30,30-11-2019,Same Day,DB-13210,Dean Braden,Consumer,United States,Hickory,North Carolina,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,36.192,1,2.7144,,Cards,,,November,2019,0.075
8531,CA-2019-156748,2019-11-30,06-12-2019,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,Central,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,4,16.68,,Online,,,November,2019,0.5
8532,CA-2019-156748,2019-11-30,06-12-2019,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,Central,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,2,6.3296,,COD,,,November,2019,0.46
8533,CA-2019-156748,2019-11-30,06-12-2019,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,Central,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,496.86,7,24.843,,Cards,,,November,2019,0.049999999999999996
8534,CA-2019-156748,2019-11-30,06-12-2019,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,389.97,3,35.0973,,Cards,,,November,2019,0.08999999999999998
8681,CA-2019-143805,2019-12-01,03-12-2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Richmond,Virginia,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1104.55,7,694.5015,,COD,,,December,2019,0.6287642026164502
9173,US-2019-155768,2019-12-01,01-12-2019,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1112.94,3,222.588,,COD,,,December,2019,0.19999999999999998
8395,CA-2019-142594,2019-12-01,06-12-2019,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,3,297.6435,,Online,,,December,2019,0.33
4683,CA-2019-127698,2019-12-01,01-12-2019,Same Day,MV-18190,Mike Vittorini,Consumer,United States,Raleigh,North Carolina,South,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,863.928,9,86.3928,,Online,,,December,2019,0.09999999999999999
4250,CA-2019-157336,2019-12-01,05-12-2019,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751.92,4,150.384,,Online,,,December,2019,0.19999999999999998
8396,CA-2019-142594,2019-12-01,06-12-2019,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,366.009,3,-47.0583,,COD,,,December,2019,-0.1285714285714286
8112,CA-2019-130393,2019-12-01,03-12-2019,Second Class,JM-15865,John Murray,Consumer,United States,San Angelo,Texas,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",248.43,5,-17.745,,Online,,,December,2019,-0.07142857142857142
1179,CA-2019-113621,2019-12-01,05-12-2019,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,44.9925,,COD,,,December,2019,0.25
1178,CA-2019-113621,2019-12-01,05-12-2019,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2,51.75,,Cards,,,December,2019,0.3
8393,CA-2019-142594,2019-12-01,06-12-2019,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,East,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,137.94,3,35.8644,,Online,,,December,2019,0.26
8394,CA-2019-142594,2019-12-01,06-12-2019,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",111.15,5,48.906,,Online,,,December,2019,0.43999999999999995
4249,CA-2019-157336,2019-12-01,05-12-2019,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,6,40.5168,,Online,,,December,2019,0.4600000000000001
8114,CA-2019-130393,2019-12-01,03-12-2019,Second Class,JM-15865,John Murray,Consumer,United States,San Angelo,Texas,Central,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",85.246,2,-1.2178,,Online,,,December,2019,-0.014285714285714287
9172,US-2019-155768,2019-12-01,01-12-2019,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,West,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,47.9,1,22.992,,COD,,,December,2019,0.48000000000000004
8682,CA-2019-143805,2019-12-01,03-12-2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Richmond,Virginia,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,40.7,5,11.803,,COD,,,December,2019,0.29
9171,US-2019-155768,2019-12-01,01-12-2019,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2,1.598,,Online,,,December,2019,0.05
103,CA-2019-129903,2019-12-01,04-12-2019,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,11.7208,,Online,,,December,2019,0.49
9205,CA-2019-104689,2019-12-01,05-12-2019,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",23.04,8,6.912,,Cards,,,December,2019,0.3
9174,US-2019-155768,2019-12-01,01-12-2019,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",22.92,3,11.2308,,COD,,,December,2019,0.49
2055,CA-2019-136434,2019-12-01,07-12-2019,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,5.193,,Online,,,December,2019,0.3
3471,US-2019-150035,2019-12-01,05-12-2019,Standard Class,CL-11890,Carl Ludwig,Consumer,United States,San Francisco,California,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2,4.3524,,COD,,,December,2019,0.26000000000000006
8113,CA-2019-130393,2019-12-01,03-12-2019,Second Class,JM-15865,John Murray,Consumer,United States,San Angelo,Texas,Central,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,11.648,4,-30.8672,,Cards,,,December,2019,-2.65
2197,CA-2019-136483,2019-12-01,06-12-2019,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,4.704,2,0.4116,,COD,,,December,2019,0.08750000000000001
6468,CA-2019-163804,2019-12-02,08-12-2019,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,79.4,5,582.232,,Cards,,,December,2019,7.332896725440805
9485,CA-2019-164770,2019-12-02,04-12-2019,Second Class,MY-18295,Muhammed Yedwab,Corporate,United States,Houston,Texas,Central,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,81.864,10,-137.976,,COD,,,December,2019,-1.6854294928173554
6469,CA-2019-163804,2019-12-02,08-12-2019,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,East,TEC-PH-10000441,Technology,Phones,VTech DS6151,629.95,5,176.386,,Cards,,,December,2019,0.27999999999999997
6696,US-2019-155103,2019-12-02,07-12-2019,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,New York City,New York,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,415.176,3,134.9322,,Cards,,,December,2019,0.325
8496,CA-2019-143154,2019-12-02,08-12-2019,Standard Class,AS-10225,Alan Schoenberger,Corporate,United States,Longmont,Colorado,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,-6.21,,Cards,,,December,2019,-0.0375
9251,CA-2019-105354,2019-12-02,06-12-2019,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Marion,Iowa,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",115.84,8,54.4448,,COD,,,December,2019,0.47
5911,US-2019-113985,2019-12-02,07-12-2019,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,104.184,3,33.8598,,Online,,,December,2019,0.325
6470,CA-2019-163804,2019-12-02,08-12-2019,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,72.42,6,23.8986,,Cards,,,December,2019,0.32999999999999996
5909,US-2019-113985,2019-12-02,07-12-2019,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,West,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7,3,26.865,,COD,,,December,2019,0.44999999999999996
6698,US-2019-155103,2019-12-02,07-12-2019,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,New York City,New York,East,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,54.96,1,26.9304,,COD,,,December,2019,0.49
1481,US-2019-108455,2019-12-02,08-12-2019,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),40.46,7,19.8254,,Cards,,,December,2019,0.48999999999999994
6697,US-2019-155103,2019-12-02,07-12-2019,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,New York City,New York,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.232,3,11.4504,,COD,,,December,2019,0.325
1482,US-2019-108455,2019-12-02,08-12-2019,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3,8.8062,,Online,,,December,2019,0.26
9486,CA-2019-164770,2019-12-02,04-12-2019,Second Class,MY-18295,Muhammed Yedwab,Corporate,United States,Houston,Texas,Central,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,30.816,9,9.63,,Online,,,December,2019,0.31250000000000006
1480,US-2019-108455,2019-12-02,08-12-2019,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92,4,12.4416,,Cards,,,December,2019,0.4799999999999999
5908,US-2019-113985,2019-12-02,07-12-2019,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,24.704,2,9.264,,Online,,,December,2019,0.37499999999999994
5910,US-2019-113985,2019-12-02,07-12-2019,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52,3,5.6628,,Online,,,December,2019,0.39
5426,CA-2019-153598,2019-12-03,06-12-2019,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,659.98,,Online,,,December,2019,0.4
6160,CA-2019-161025,2019-12-03,09-12-2019,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,108.1752,,Online,,,December,2019,0.14
